DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
123876-145331,Tyrese Maxey,PG,PHI,WAS,,10400,0,50.24,,50.24,4.830769230769231,29.87,24.360144848129814,0,100,123.2037,235.65800000000002,51.7265,43.7188,51.125,58.125,61.75,68.5,76.5013,50.2387,42.2,49.425,56.55,60.15,66.8025,74.7015,50.2387,42.2,49.425,56.55,60.15,66.8025,74.7015,50.6444,42.9,49.95,56.85,60.45,66.85,74.45,10.8026,10.7117,10.7117,10.488,31.1684,36.4614,6.99758,4.07308,3.72717,0.8065,2.92067,7.08358,1.24759,0.496166,2.12367
123876-145321,Anthony Edwards,SG/SF,MIN,NO,,9500,0,46.05,,46.05,4.847368421052631,30.05,24.85438638764874,0,100,122.279,231.5085,47.8006,41.375,48.25,55.5,59.5,65.8812,73.1263,46.0549,39.55,46.6,53.55,57.7,64.15,71.4515,46.0549,39.55,46.6,53.55,57.7,64.15,71.4515,46.9373,40.6,47.35,54.25,58.2,64.6,71.651,10.5018,10.4642,10.4642,10.2364,30.9666,34.5759,7.27571,3.85788,4.44925,0.887917,3.56134,5.20341,1.12159,0.681834,2.81554
123876-157822,Scottie Barnes,PF/SF,TOR,POR,,8800,0,44.78,,44.78,5.088636363636364,34.66,28.73717603203193,0,100,117.8093,231.7748,44.2063,36.375,42.875,49.375,53.25,59.5,66.8763,44.7787,36.5,43.3,50.25,54.25,61.1025,68.85,44.7787,36.5,43.3,50.25,54.25,61.1025,68.85,45.3459,37.2,43.925,50.75,54.5575,61.3025,68.652,9.75128,10.3604,10.3604,10.0962,19.4862,33.6635,6.30625,1.23942,8.64258,2.10058,6.542,5.2205,1.38975,1.435,2.60892
123876-145539,Deni Avdija,SF/PF,POR,TOR,,9600,0,44.13,,44.13,4.596875000000001,15.76,15.37102089941119,0,100,113.9655,231.7748,45.5863,36,43,50,53.875,60.625,68,44.1339,34.55,41.45,48.5,52.5,59.4,66.7,44.1339,34.55,41.45,48.5,52.5,59.4,66.7,45.1961,35.85,42.65,49.5,53.4,60.1,67.15,10.3462,10.4571,10.4571,10.2257,23.0655,34.4632,5.78242,2.4515,5.98625,1.40742,4.57884,6.53241,0.91425,0.68725,3.18492
123876-67026,Jaylen Brown,SF/SG,BOS,NY,,9200,0,44.08,,44.08,4.791304347826087,22.47,20.03445561316326,0,100,115.1897,230.1754,45.3004,37.25,44,50.9062,54.625,61.25,68.6263,44.08,35.9,42.7,49.8,53.5,60.4,67.9005,44.08,35.9,42.7,49.8,53.5,60.4,67.9005,44.7433,36.7,43.3,50.2125,53.9,60.5025,67.8005,10.1277,10.217,10.217,9.96113,26.1763,33.7426,7.65267,2.36467,6.05367,1.51516,4.5385,5.00016,1.06375,0.400916,2.33108
123876-80810,De'Aaron Fox,PG,SA,MEM,,8400,0,43.11,,43.11,5.132142857142857,29.86,24.889008679379142,0,100,117.953,232.11970000000002,43.8248,37.25,43.75,50.125,53.75,59.8812,66.5013,43.1054,36.4,43,49.6,53.3,59.7,66.85,43.1054,36.4,43,49.6,53.3,59.7,66.85,43.6802,37.15,43.55,49.9,53.55,59.7025,66.4505,9.60166,9.87279,9.87279,9.55656,23.9671,32.6011,6.45458,2.24708,3.87775,0.85775,3.02,7.58933,1.43184,0.45275,2.50675
123876-58462,Karl-Anthony Towns,C/PF,NY,BOS,,9000,0,42.02,,42.02,4.668888888888889,19.52,17.564852664137618,0,100,114.9857,230.1754,43.2919,35,41.625,48.375,51.875,58.5,66.375,42.0236,33.6,40.2,47,50.7,57.255,65.3005,42.0236,33.6,40.2,47,50.7,57.255,65.3005,42.6966,34.35,40.95,47.6,51.2575,57.805,65.701,9.95576,9.96121,9.96121,9.81034,22.2295,32.9378,5.94958,2.043,11.3944,2.63108,8.76325,1.7865,0.582,0.717833,1.98467
123876-84690,Jalen Brunson,PG,NY,BOS,,8600,0,41.53,,41.53,4.829069767441861,26.04,22.8386141587282,0,100,114.9857,230.1754,43.4108,35.375,42.25,49.25,52.875,59.1312,66.875,41.5313,33.55,40.25,47.2,50.8,57.1,64.4005,41.5313,33.55,40.25,47.2,50.8,57.1,64.4005,42.3839,34.6,41.15,47.95,51.55,57.6525,64.9005,10.2992,10.1187,10.1187,9.95212,27.7614,34.7272,7.50842,2.70166,2.961,0.670334,2.29066,6.02525,0.634667,0.17925,2.43575
123876-66048,Brandon Ingram,SF/PF,TOR,POR,,7800,0,40.14,,40.14,5.1461538461538465,26.44,23.423414933464127,0,100,117.8093,231.7748,40.7185,34.25,40.75,47.125,50.6437,57.125,64.875,40.1408,33.35,40.2,46.85,50.55,57.0525,65.0505,40.1408,33.35,40.2,46.85,50.55,57.0525,65.0505,40.9841,34.4,41.05,47.5,51.0575,57.4525,65.1005,9.70749,10.0648,10.0648,9.78388,24.0961,33.4025,7.07233,1.67475,5.87233,1.387,4.48533,4.01367,1.26033,0.756416,2.91242
123876-42669,Julius Randle,PF,MIN,NO,,8000,0,38.96,,38.96,4.87,21.73,19.94589543508794,0,100,122.279,231.5085,40.4379,33.375,39.375,45.5,49.125,55.3812,61.75,38.9612,31.95,37.9,44.15,47.65,53.7525,60.502,38.9612,31.95,37.9,44.15,47.65,53.7525,60.502,39.863,32.9,38.75,44.8,48.45,54.3,61,9.24669,9.23524,9.23524,9.06701,20.1405,31.4622,5.24308,2.038,6.41567,1.28983,5.12583,6.332,0.689166,0.390458,2.42133
123876-84683,Jaren Jackson,PF/C,MEM,SA,,7000,0,36.37,,36.37,5.195714285714285,25.87,23.051186436693257,0,100,114.1667,232.11970000000002,36.7132,29.5,36,42.75,46.2687,52.625,61,36.3713,28.85,35.6,42.55,46.35,52.5,60.601,36.3713,28.85,35.6,42.55,46.35,52.5,60.601,37.053,29.75,36.4,43.15,46.8075,52.95,61.2505,9.75457,9.99463,9.99463,9.82014,23.2558,30.2565,6.13733,2.08575,4.65841,1.12967,3.52875,2.20092,0.759417,1.21875,2.15784
123876-40562,Josh Hart,SF/PF,NY,BOS,,7500,0,35.8,,35.8,4.7733333333333325,17.43,16.707436749564085,0,100,114.9857,230.1754,36.5232,29.625,35.5,41.5,44.875,50.625,57.5013,35.8025,28.9,34.65,40.8,44.15,49.95,56.95,35.8025,28.9,34.65,40.8,44.15,49.95,56.95,36.1605,29.4,35.05,41.05,44.35,49.9025,56.851,8.81472,8.91502,8.91502,8.71709,12.1781,35.267,3.083,1.42316,10.3176,2.37692,7.94066,5.40017,0.97625,0.362,1.7355
123876-49675,Derrick White,SG/PG,BOS,NY,Q,7500,0,35.32,,35.32,4.709333333333333,17,16.204181487624574,0,100,115.1897,230.1754,35.7755,29,35.5,41.875,45.5,51.5,59,35.3237,28.7,35.2,41.65,45.2,51.6,58.801,35.3237,28.7,35.2,41.65,45.2,51.6,58.801,35.5937,29.05,35.4,41.75,45.2,51.1525,58.3015,9.47911,9.61489,9.61489,9.38307,18.2688,33.0401,3.03742,3.14517,3.60491,0.914,2.69092,5.11425,1.13525,1.06483,1.5485
123876-203734,Zach Edey,C,MEM,SA,,7200,0,35.3,,35.3,4.902777777777778,4.88,5.285549415936829,0,100,114.1667,232.11970000000002,35.0211,27.375,32.875,38.75,42.0187,47.875,54.5,35.2994,27.1,33.025,39.2,42.65,49.05,56.45,35.2994,27.1,33.025,39.2,42.65,49.05,56.45,35.7839,27.7,33.55,39.7,43.05,49.3025,56.551,8.57988,9.08114,9.08114,8.93326,13.7277,29.4706,5.264,0.368666,10.8226,2.55775,8.26492,2.09659,0.684583,1.05816,1.70933
123876-145348,Immanuel Quickley,PG/SG,TOR,POR,,7000,0,35.13,,35.13,5.018571428571429,32.72,27.909701697367286,0,100,117.8093,231.7748,36.1443,29.5,35.5,41.75,45.25,51.5,59.375,35.1288,28.45,34.5,40.75,44.2,50.6,58.6505,35.1288,28.45,34.5,40.75,44.2,50.6,58.6505,35.4399,28.95,34.825,40.9,44.3,50.25,58.201,9.26323,9.27044,9.27044,8.97614,18.1634,31.9949,3.13017,2.82233,4.12659,1.00008,3.1265,5.93842,1.39975,0.195083,1.98342
123876-157847,Trey Murphy,SF/SG,NO,MIN,Q,7300,0,33.85,,33.85,4.636986301369864,13.48,13.38947706529825,0,100,109.2295,231.5085,35.3309,27.625,34.25,41.75,45.875,52.625,60.75,33.8527,26.45,32.925,40.0625,44.15,50.7,58.65,33.8527,26.45,32.925,40.0625,44.15,50.7,58.65,34.1741,26.95,33.3,40.2625,44.2,50.55,58.4505,10.2815,10.0294,10.0294,9.80038,19.7015,32.6497,2.74587,3.78941,4.94859,1.44421,3.50437,3.23571,1.08492,0.470459,1.66746
123876-12341,Paul George,SF/PF,PHI,WAS,Q,6200,0,32.36,,32.36,5.219354838709677,22.86,21.399946996407078,0,100,123.2037,235.65800000000002,32.7977,26.75,32.625,39,42.75,49.625,57.6263,32.3602,26.1,32.2,38.725,42.35,49.2,57.9015,32.3602,26.1,32.2,38.725,42.35,49.2,57.9015,32.5897,26.5,32.425,38.7,42.3,49,57.3,9.30272,9.50096,9.50096,9.17809,16.6098,28.2673,3.11942,2.58475,4.66908,1.00567,3.66342,4.21983,1.6245,0.477,2.08133
123876-40203,Rudy Gobert,C,MIN,NO,,5700,0,32.32,,32.32,5.670175438596491,16.88,15.145317420835754,0,100,122.279,231.5085,31.2595,24.375,29.5,34.625,37.625,42.875,49,32.3174,24.8,30.3,36.0125,39.2,44.7525,51.602,32.3174,24.8,30.3,36.0125,39.2,44.7525,51.602,32.5544,25.1875,30.65,36.2,39.4,44.85,51.45,7.72115,8.32687,8.32687,8.25375,9.50675,30.4129,3.834,0.01775,11.7251,2.35225,9.37284,1.22029,0.682666,1.43271,1.15446
123876-19067,CJ McCollum,SG/PG,WAS,PHI,,6300,0,32.25,,32.25,5.1190476190476195,22.63,21.328771855164884,0,100,112.4543,235.65800000000002,33.9166,26.25,32.625,39.5,43.375,50,57.875,32.2508,24.6,31.1,37.85,41.65,48.05,55.7005,32.2508,24.6,31.1,37.85,41.65,48.05,55.7005,33.0069,25.55,31.9,38.4,42.05,48.45,56.0005,9.84313,9.67151,9.67151,9.4788,20.9613,30.3867,4.6375,3.01225,2.99033,0.72625,2.26408,3.73809,0.81225,0.39275,2.27016
123876-58378,Jakob Poeltl,C,TOR,POR,,5900,0,32.16,,32.16,5.450847457627119,11.86,11.24299533217627,0,100,117.8093,231.7748,31.2385,25,30.25,35.875,39,44.1312,50.1263,32.1552,25.45,31.05,37.15,40.5,46.5,53.05,32.1552,25.45,31.05,37.15,40.5,46.5,53.05,32.5816,25.9875,31.5,37.5,40.8,46.6,53.3505,8.01212,8.72128,8.72128,8.54224,11.2211,28.5861,4.84933,0.03675,10.3948,2.43633,7.9585,1.67925,1.01367,1.35358,1.86433
123876-203722,Kyshawn George,SF/SG,WAS,PHI,,6800,0,31.75,,31.75,4.669117647058823,13.43,13.358467545120584,0,100,112.4543,235.65800000000002,32.551,24.5,30.875,37.625,41.125,47.3812,55,31.7507,23.65,30.1,36.8625,40.45,46.7,54.3005,31.7507,23.65,30.1,36.8625,40.45,46.7,54.3005,32.0868,24.15,30.5,37.15,40.6,46.7,54.0505,9.51698,9.50231,9.50231,9.32962,13.6777,29.9235,2.46167,2.46525,5.60309,1.34967,4.25342,4.72066,0.808334,0.702333,1.50375
123876-228132,Derik Queen,PF/C,NO,MIN,,6400,0,31.69,,31.69,4.9515625000000005,16.33,15.706933066926114,0,100,109.2295,231.5085,31.3149,23.125,28.75,34.625,38,43.375,50,31.6885,23.0375,29,35.3,38.8,44.7,51.603,31.6885,23.0375,29,35.3,38.8,44.7,51.603,31.9798,23.5,29.35,35.5,38.8,44.55,51.2515,8.40281,8.90795,8.90795,8.64451,11.2651,27.1458,3.72754,0.72825,6.89,1.99767,4.89233,3.99688,1.19146,0.7075,1.84246
123876-23831,Jerami Grant,PF/SF,POR,TOR,,6100,0,31.65,,31.65,5.188524590163934,24.42,22.764778817243176,0,100,113.9655,231.7748,32.1903,25.875,31.875,38.0312,41.75,47.625,55,31.6536,25.2875,31.3,37.75,41.45,47.35,54.6505,31.6536,25.2875,31.3,37.75,41.45,47.35,54.6505,32.117,25.95,31.75,38,41.6,47.45,54.801,9.07108,9.22093,9.22093,8.99984,20.5144,31.9357,4.52975,2.23733,3.30375,0.76875,2.535,2.67742,0.950333,0.74175,1.89234
123876-145324,Devin Vassell,SF/SG,SA,MEM,,6300,0,31.24,,31.24,4.958730158730158,20.61,19.25993356354007,0,100,117.953,232.11970000000002,31.8974,25.75,31.75,37.5,40.875,46.875,53,31.2428,25.3,31,36.9,40.55,46.2025,52.7505,31.2428,25.3,31,36.9,40.55,46.2025,52.7505,31.4707,25.6,31.3,36.9,40.35,45.95,52.0005,8.65694,8.72945,8.72945,8.46393,18.4337,32.056,3.88217,2.71533,3.97,0.874,3.096,3.05842,1.24875,0.47875,1.65517
123876-203714,Donovan Clingan,C,POR,TOR,Q,6300,0,31.23,,31.23,4.957142857142857,5.03,5.35578689275732,0,100,113.9655,231.7748,30.4632,24.125,29.625,35.25,38.375,43.625,50.625,31.2267,24.45,30.3,36.4,39.75,45.7025,52.851,31.2267,24.45,30.3,36.4,39.75,45.7025,52.851,31.4727,24.9,30.55,36.5,39.8,45.5525,52.8505,8.16677,8.80114,8.80114,8.60308,10.3561,25.5924,3.20516,0.702334,9.28208,2.151,7.13108,2.477,0.940084,1.3585,1.4305
123876-157826,Quentin Grimes,SG/SF,PHI,WAS,,6400,0,30.78,,30.78,4.809375,16.11,15.639821634337226,0,100,123.2037,235.65800000000002,32.023,23.875,29.5,35.25,38.6437,44.25,51.125,30.7806,22.7,28.25,33.9,37.15,42.6025,49.701,30.7806,22.7,28.25,33.9,37.15,42.6025,49.701,30.9745,23.15,28.5,34.05,37.2,42.55,49.2005,8.47576,8.29238,8.29238,8.06192,15.2302,27.1255,1.71167,3.3835,3.97175,0.87475,3.097,3.94675,1.116,0.316583,1.66908
123876-84670,Mikal Bridges,SG/SF,NY,BOS,,6900,0,30.7,,30.7,4.449275362318841,5.27,5.796004700615078,0,100,114.9857,230.1754,30.4451,23.125,28.875,34.75,38,43.5,50.2513,30.7015,23.05,28.95,35.05,38.5,44.15,51.2015,30.7015,23.05,28.95,35.05,38.5,44.15,51.2015,30.758,23.35,29.05,34.95,38.25,43.7525,50.651,8.57322,8.88419,8.88419,8.61634,14.3898,34.5193,3.25833,1.93875,3.94858,0.910833,3.03775,3.62833,1.23317,0.797083,1.44009
123876-145335,Payton Pritchard,PG/SG,BOS,NY,,6600,0,30.55,,30.55,4.628787878787879,10.5,10.734752335602959,0,100,115.1897,230.1754,32.3609,25.5,31.625,37.75,41.375,47,54.2525,30.5532,24.2,29.85,35.9,39.2075,44.7525,51.45,30.5532,24.2,29.85,35.9,39.2075,44.7525,51.45,30.9037,24.6,30.175,36.1,39.35,44.7525,51.1505,8.99648,8.649,8.649,8.46348,16.8578,32.3334,2.53858,3.52067,4.13041,1.061,3.06942,4.59967,0.712417,0.207417,1.31175
123876-15557,Andre Drummond,C,PHI,WAS,Q,6500,0,29.95,,29.95,4.607692307692307,0.51,0.756133938076578,0,100,123.2037,235.65800000000002,29.2763,25.25,30.375,36.125,39.375,45.6312,53.25,29.9542,25.6,31.15,37.35,40.9,47.6,56.0505,29.9542,25.6,31.15,37.35,40.9,47.6,56.0505,30.105,25.8375,31.3,37.3,40.7,47.15,55.3505,8.27923,8.96351,8.96351,8.68141,9.6776,28.6754,3.59191,0.292084,12.3586,2.78092,9.57767,1.19192,1.5825,0.855334,1.79183
123876-157811,Neemias Queta,C,BOS,NY,Q,5400,0,29.09,,29.09,5.387037037037038,9.32,9.16244420364309,0,100,115.1897,230.1754,28.3006,22.375,27.375,32.5,35.375,40.5,46.875,29.0884,22.85,28.15,33.75,36.9,42.5525,49.051,29.0884,22.85,28.15,33.75,36.9,42.5525,49.051,29.3545,23.15,28.4,33.9,37,42.45,49.05,7.52275,8.14427,8.14427,7.97944,10.3827,26.2786,4.12,0.1745,9.387,2.34025,7.04675,1.3755,0.799167,1.22433,1.26866
123876-188447,Toumani Camara,SF/PF,POR,TOR,,5600,0,28.97,,28.97,5.173214285714286,18.85,18.239374152961172,0,100,113.9655,231.7748,28.5198,22.875,28.625,34.5,37.75,43.625,50.6263,28.9731,23.0375,29,35.25,38.7,44.8,52.4005,28.9731,23.0375,29,35.25,38.7,44.8,52.4005,28.9806,23.3,29.05,35.0125,38.3,44.2,51.6005,8.63343,9.09477,9.09477,8.74378,14.1868,33.0956,3.04584,1.89492,4.70284,1.13425,3.56858,2.47109,1.66584,0.821167,1.64442
123876-110995,Naz Reid,C/PF,MIN,NO,,5500,0,28.78,,28.78,5.2327272727272724,18.96,17.83480780077057,0,100,122.279,231.5085,28.9583,23.375,28.625,34.5,38,43.875,50.2513,28.7778,22.95,28.4,34.55,37.95,44.105,50.951,28.7778,22.95,28.4,34.55,37.95,44.105,50.951,29.0606,23.4,28.7,34.7,38.15,44.1025,50.801,8.48516,8.71239,8.71239,8.53409,14.9987,25.1457,3.37246,2.06709,6.22992,1.27587,4.95404,1.57588,0.797292,1.04596,1.407
123876-145328,Saddiq Bey,SF/PF,NO,MIN,,6900,0,28.59,,28.59,4.143478260869565,1.01,1.2928225554319588,0,100,109.2295,231.5085,29.4114,22.875,28.625,35,38.5,44.5062,51.7513,28.589,22.1,27.9,34.1,37.65,43.6,50.75,28.589,22.1,27.9,34.1,37.65,43.6,50.75,28.7099,22.3,27.975,34.1,37.55,43.4025,50.45,8.9492,8.82261,8.82261,8.64509,15.5475,31.642,2.81071,2.24016,5.97804,1.75121,4.22683,2.18404,0.870166,0.280416,1.09579
123876-84679,Marvin Bagley,C,WAS,PHI,,4300,0,28.54,,28.54,6.637209302325581,28.22,25.199306048134435,0,100,112.4543,235.65800000000002,27.9724,20.875,26.125,31.875,34.8937,40.25,46.625,28.5411,21.1,26.7,32.6,36.1,41.8525,48.701,28.5411,21.1,26.7,32.6,36.1,41.8525,48.701,28.7261,21.45,26.95,32.75,36.05,41.6,48.25,7.93579,8.47177,8.47177,8.24487,12.9857,26.4473,4.76017,0.3985,7.07733,1.7035,5.37384,1.14759,0.991248,0.796417,1.3805
123876-171756,Vince Williams,SG/PG,MEM,SA,,5900,0,28.27,,28.27,4.791525423728814,14.36,14.126534806105665,0,100,114.1667,232.11970000000002,28.8493,22.625,28.125,33.625,36.75,42,48.75,28.2716,21.95,27.5,33.3,36.4,41.6,48.3005,28.2716,21.95,27.5,33.3,36.4,41.6,48.3005,28.6801,22.5,27.9,33.5,36.55,41.7,48.251,8.1635,8.29117,8.29117,8.079,9.53158,25.5869,1.70325,1.58059,4.5115,1.07575,3.43575,7.01658,0.8965,0.439916,1.7195
123876-84681,Donte DiVincenzo,SG/PG,MIN,NO,,5600,0,27.72,,27.72,4.949999999999999,17.64,16.9897305322071,0,100,122.279,231.5085,28.4812,22.125,27.75,33.5,36.75,42.125,49.1275,27.7219,21.4,27.05,32.7,35.8,41.3,47.8015,27.7219,21.4,27.05,32.7,35.8,41.3,47.8015,27.8631,21.8,27.2,32.7,35.65,40.85,47.5005,8.33963,8.30202,8.30202,8.03658,13.3733,29.9179,1.56004,3.05241,3.63966,0.738208,2.90146,3.95341,1.31662,0.414625,1.60834
123876-228127,Cedric Coward,SG/SF,MEM,SA,,5300,0,27.54,,27.54,5.196226415094339,22.01,20.90223071136677,0,100,114.1667,232.11970000000002,27.4072,21.25,26.625,32.375,35.625,41.125,48.0013,27.5354,21.1,26.75,32.65,36,41.65,48.751,27.5354,21.1,26.75,32.65,36,41.65,48.751,27.5027,21.25,26.75,32.45,35.7,41.1525,48.102,8.2329,8.52201,8.52201,8.22511,12.851,27.9859,3.23759,1.49434,5.15092,1.2525,3.89842,2.78233,1.36133,0.388667,1.32709
123876-145319,Jaden McDaniels,SF/PF,MIN,NO,,5700,0,27.52,,27.52,4.828070175438596,8.37,8.781994655028587,0,100,122.279,231.5085,26.855,19,24,29,32.125,37.25,44.125,27.5186,19.35,24.5,29.9,32.8575,38.5,44.802,27.5186,19.35,24.5,29.9,32.8575,38.5,44.802,27.4486,19.5,24.45,29.65,32.7,38.1025,44.651,7.5282,7.91299,7.91299,7.68599,12.9199,29.2754,3.41846,1.57367,4.03284,0.804209,3.22863,1.35729,1.05846,0.967166,1.03358
123876-228131,Jeremiah Fears,PG,NO,MIN,,5800,0,27.36,,27.36,4.7172413793103445,10.53,10.704809358422748,0,100,109.2295,231.5085,27.9618,20.5,25.875,31.625,34.875,40.625,47.1263,27.3582,19.85,25.4,31.2,34.45,40.35,47.2005,27.3582,19.85,25.4,31.2,34.45,40.35,47.2005,27.8932,20.5,25.85,31.5,34.75,40.405,46.951,8.24477,8.47048,8.47048,8.16486,15.859,27.6676,4.29229,1.59137,2.90254,0.839875,2.06266,2.74267,1.24492,0.275333,2.30137
123876-188416,Bilal Coulibaly,SF/PF,WAS,PHI,,5200,0,27.04,,27.04,5.2,15.52,15.383998950203551,0,100,112.4543,235.65800000000002,26.7151,20.25,25.625,31.625,34.875,40.75,46.8775,27.0397,20.25,25.95,32.3,35.65,41.8025,48.251,27.0397,20.25,25.95,32.3,35.65,41.8025,48.251,27.2923,20.7,26.2,32.25,35.65,41.5525,47.653,8.34607,8.82668,8.82668,8.50428,11.3378,30.6318,2.45517,1.41883,4.17741,0.995418,3.182,3.53141,1.47175,0.786583,1.92608
123876-171804,Shaedon Sharpe,SG/PG,POR,TOR,,6700,0,26.01,,26.01,3.8820895522388064,0.64,0.8597165650661277,0,100,113.9655,231.7748,26.7467,20.875,26,31.5,34.75,40,46.1263,26.0143,20.1,25.25,30.85,34,39.2,46,26.0143,20.1,25.25,30.85,34,39.2,46,26.2921,20.55,25.55,31,33.9575,39.1025,45.4,7.93241,7.99416,7.99416,7.72197,16.1917,22.1,3.8635,2.02884,3.47775,0.86575,2.612,2.04591,1.06384,0.22375,1.63759
123876-228133,VJ Edgecombe,SF/SG,PHI,WAS,,6200,0,25.86,,25.86,4.170967741935484,1.48,1.849671082276322,0,100,123.2037,235.65800000000002,25.9472,19.875,24.75,29.875,32.875,38.125,44,25.8615,19.6,24.6,29.85,32.95,38.2,43.851,25.8615,19.6,24.6,29.85,32.95,38.2,43.851,25.8757,19.8,24.65,29.75,32.7,37.8525,43.3505,7.51889,7.68357,7.68357,7.44116,12.4248,26.0457,2.85992,1.65791,3.60441,0.793333,2.81108,3.32683,1.10475,0.36025,1.19992
123876-172098,Julian Champagnie,SG/SF,SA,MEM,,4800,0,25.78,,25.78,5.370833333333334,21.02,20.09257254614357,0,100,117.953,232.11970000000002,26.2638,20.625,26,31.75,34.875,40.375,47.25,25.7825,20.15,25.55,31.3625,34.6,39.85,46.4005,25.7825,20.15,25.55,31.3625,34.6,39.85,46.4005,25.8383,20.4,25.65,31.2,34.4,39.5525,46.1005,8.17799,8.18381,8.18381,7.94643,12.4903,28.0704,1.42867,2.64341,5.69308,1.26341,4.42967,1.76617,1.12475,0.613083,1.20525
123876-41083,Luke Kornet,C,SA,MEM,,4700,0,25.76,,25.76,5.480851063829788,5.66,5.900478416186219,0,100,117.953,232.11970000000002,24.405,19.375,23.75,28.625,31.25,35.875,41.3763,25.7581,20.1,25.05,30.45,33.4,38.65,44.551,25.7581,20.1,25.05,30.45,33.4,38.65,44.551,25.7501,20.25,25.05,30.35,33.3,38.3525,44.3,6.89799,7.61539,7.61539,7.48383,7.56242,25.8349,3.00225,0.122084,7.221,1.602,5.619,2.35533,0.709916,1.41567,0.67475
123876-157844,Santi Aldama,PF/C,MEM,SA,,5500,0,25.73,,25.73,4.678181818181819,4.4,4.894339592548486,0,100,114.1667,232.11970000000002,26.1445,21,26,31.375,34.375,39.7562,47.25,25.7321,20.55,25.55,30.95,34.05,39.5525,46.3505,25.7321,20.55,25.55,30.95,34.05,39.5525,46.3505,25.9084,20.85,25.8,31.05,34.05,39.45,46.0505,7.74762,7.79203,7.79203,7.61106,12.3488,24.7183,2.80725,1.75275,5.6385,1.45842,4.18008,2.81142,0.761666,0.52025,1.15308
123876-110347,Keldon Johnson,SF/PF,SA,MEM,,5300,0,25.55,,25.55,4.820754716981132,8.17,8.733425125981917,0,100,117.953,232.11970000000002,26.0963,20.7188,25.375,30.5,33.375,38.375,44.3763,25.5478,20.2,24.9,29.95,32.85,37.85,43.6505,25.5478,20.2,24.9,29.95,32.85,37.85,43.6505,25.7189,20.4375,25.05,30,32.8,37.7025,43.4505,7.28193,7.30645,7.30645,7.13434,12.6017,22.8021,3.14166,1.36459,6.44783,1.40567,5.04216,2.01208,0.658834,0.308583,1.01925
123876-171925,Dominick Barlow,PF/C,PHI,WAS,,5200,0,24.89,,24.89,4.786538461538462,5.16,5.606192510048762,0,100,123.2037,235.65800000000002,24.1584,18.5,23,27.625,30.375,35,40.625,24.8876,18.8,23.55,28.6,31.45,36.5525,42.5505,24.8876,18.8,23.55,28.6,31.45,36.5525,42.5505,24.9673,19,23.7,28.65,31.4,36.45,42.2505,6.87951,7.33408,7.33408,7.19443,10.3166,27.5149,3.54975,0.504667,6.202,1.35159,4.85042,1.39875,0.604417,1.00983,0.803083
123876-157824,Miles McBride,PG/SG,NY,BOS,,4900,0,24,,24,4.8979591836734695,12.42,12.420336295999773,0,100,114.9857,230.1754,24.5941,15.375,20.25,25.75,28.625,34,40.125,23.9991,14.8,19.625,25.1,27.95,33.1,39.401,23.9991,14.8,19.625,25.1,27.95,33.1,39.401,23.8699,15.05,19.675,24.9,27.7575,32.7,38.951,7.61047,7.54726,7.54726,7.27522,12.8092,33.0127,1.84342,2.64658,1.86525,0.441167,1.42408,1.40783,1.11525,0.263,1.16458
123876-15946,Harrison Barnes,PF/SF,SA,MEM,,4400,0,23.64,,23.64,5.372727272727273,16.25,16.016958410830142,0,100,117.953,232.11970000000002,23.9938,18.625,23.625,28.875,31.75,36.875,42.875,23.6394,18.3,23.3,28.7,31.55,36.6525,42.8,23.6394,18.3,23.3,28.7,31.55,36.6525,42.8,23.6744,18.55,23.3,28.55,31.3,36.3,42.2005,7.46977,7.55838,7.55838,7.32271,13.3013,30.2069,2.411,1.85242,3.8285,0.850083,2.97842,1.90208,0.968252,0.342333,1.02134
123876-188451,Tristan Vukcevic,C,WAS,PHI,,4200,0,22.59,,22.59,5.378571428571429,3.28,3.515801782351071,0,100,112.4543,235.65800000000002,23.2387,18.375,23.25,28.625,31.375,36.7562,43.5,22.59,17.75,22.7,28.1,31.1,36.3525,43.0505,22.59,17.75,22.7,28.1,31.1,36.3525,43.0505,23.1547,18.35,23.275,28.5,31.45,36.65,43.101,7.60152,7.70564,7.70564,7.56342,11.656,21.0659,2.43,1.482,5.21125,1.30059,3.91067,2.10367,0.522583,0.688417,1.56575
